so_dang_ky,ten_thuoc,hoat_chat,noi_dung_dieu_tri,dang_bao_che,danh_muc,ham_luong,url_nguon
VN-5948-01,Perskindol Classicgel,"L-menthol, Pine Nedle oil, Wintergren oil, Orange Oil,",,Gel,,,https://thuocbietduoc.com.vn/thuoc-14223/perskindol-classicgel.aspx
VD-0350-06,Pimeran 10mg,Metoclopramide,"Chỉ định Metoclopramide
Ðiều trị triệu chứng buồn nôn và nôn. Các biểu hiện khó tiêu do rối loạn nhu động ruột. Chuẩn bị cho một vài xét nghiệm đường tiêu hóa (dạng tiêm);.",Viên nang,,,https://thuocbietduoc.com.vn/thuoc-15693/pimeran-10mg.aspx
VN-9935-05,Vasgil,Citicoline,"Chỉ định Citicoline
Bệnh não cấp tính: Tai biến mạch não cấp tính & bán cấp (thiểu năng tuần hoàn não, xuất huyết não, nhũn não); Chấn thương sọ não.
Bệnh não mạn tính: Thoái triển tuổi già (gồm có bệnh Alzheimer), Sa sút trí tuệ do thoái hoá nguyên phát, Sa sút trí tuệ do nhồi máu đa ổ, Di chứng tai biến mạch não, Chấn thương sọ não, Phòng ngừa biến chứng sau phẫu thuật thần kinh
Parkinson: dùng đơn độc hay phối hợp với levodopa.",Dung dịch tiêm,,,https://thuocbietduoc.com.vn/thuoc-8389/vasgil.aspx
VNB-1842-04,Myvita Kids,"Vitamin A, B1, B2, B6, C, Niacinamide, Calcipantothenat, D biotin, Folic acid","Chỉ định Vitamin A
Trẻ em chậm lớn, mắc bệnh nhiễm khuẩn hô hấp.
Quáng gà, khô mắt, rối loạn nhìn màu mắt.
Bệnh vẩy cá , bệnh trứng cá, chứng tóc khô dễ gãy, móng chân, móng tay bị biến đổi. Hội chứng tiền kinh, rối loạn mãn kinh, xơ teo âm hộ.
Chứng mất khứu giác, viêm mũi họng mãn, điếc do nhiễm độc, ù tai.
Nhiễm khuẩn hô hấp, tiêu hóa, phòng thiếu hụt Vitamin A ở người mới ốm dậy, phụ nữ cho con bú, cường giáp.",Viên sủi,,,https://thuocbietduoc.com.vn/thuoc-22091/myvita-kids.aspx
VN-5848-01,Trivir 400,Ribavirin,"Chỉ định Ribavirin
Viêm gan siêu vi: Ribavirin được chỉ định trong bệnh viêm gan siêu vi như viêm gan siêu vi A, viêm gan siêu vi B, và viêm gan siêu vi C. Herpes Zoster/Simplex: Ribavirin được chỉ định trong điều trị Herpes Zoste, Herpes Labialis, Herpes genitalis, Herpes gingivostomatitis. Bệnh cúm (influenza);: Ribavirin rút ngắn đợt ốm đau của bệnh nhân bị cúm. Tuy nhiên, vẫn chưa có cách điều trị đặt hiệu có thể áp dụng vào điều trị bệnh cúm B. Các bệnh nhiễm virus khác: Ribavirin được chỉ định trong các bệnh nhiễm virus ở trẻ em như sởi, quai bị, thủy đậu, virus hợp bào đường hô hấpvà các bệnh khác của trẻ em do virus.",Viên nang,,,https://thuocbietduoc.com.vn/thuoc-18793/trivir-400.aspx
VNA-3581-05,"Fluocinolon 0,025%",Fluocinolone,"Chỉ định Fluocinolone
Fluocinolon acetonid được dùng ngoài để điều trị các bệnh ngoài da khác nhau như: Eczema: eczema tiết bã, eczema hình đĩa, eczema dị ứng. Viêm da: viêm da dị ứng, viêm da tiếp xúc, viêm da thần kinh. Vảy nến(ngoại trừ dạng vảy nến lan rộng). Liken phẳng, lupus ban đỏ hình đĩa.",Mỡ bôi da,,,https://thuocbietduoc.com.vn/thuoc-11515/fluocinolon-0025.aspx
VNA-3027-00,Glucose 20%,Glucose,"Chỉ định Glucose
Thiếu hụt carbohydrat và dịch. Mất nước do ỉa chảy cấp. Hạ đường huyết do suy dinh dưỡng, do ngộ độc rượu, do tăng chuyển hóa khi bị stress hay chấn thương. Làm test dung nạp glucose (uống);.",Dung dịch tiêm truyền,,,https://thuocbietduoc.com.vn/thuoc-12154/glucose-20.aspx
VNA-0368-02,"Oresol II 5,63g","Glucose, sodium chloride, sodium citrate, potassium chloride, hương cam","Chỉ định Glucose
Thiếu hụt carbohydrat và dịch. Mất nước do ỉa chảy cấp. Hạ đường huyết do suy dinh dưỡng, do ngộ độc rượu, do tăng chuyển hóa khi bị stress hay chấn thương. Làm test dung nạp glucose (uống);.",Thuốc bột,,,https://thuocbietduoc.com.vn/thuoc-12228/oresol-ii-563g.aspx
VD-3244-07,Creopulmo,"Dextromethorphan, cồn Ô đầu, cồn Datura, tinh dầu tràm, tinh dầu bạc hà","Chỉ định Dextromethorphan
Chứng ho do họng & phế quản bị kích thích khi cảm lạnh thông thường hoặc khi hít phải các chất kích thích. Ho không đờm, mạn tính.",Sirô,,,https://thuocbietduoc.com.vn/thuoc-9664/creopulmo.aspx
VNA-4591-05,Bidicozan 20.000mcg,Dibencozide,"Chỉ định
Ðau dây thần kinh & rễ thần kinh như thần kinh tọa, đau dây thần kinh cổ cánh tay, bệnh thần kinh gây đau một số trường hợp đau dây thần kinh thị giác do ngộ độc hay do thuốc.",Bột pha tiêm,,,https://thuocbietduoc.com.vn/thuoc-9781/bidicozan-20000mcg.aspx
VN-8408-04,Myfortic,Mycophenolate,"Chỉ định Mycophenolate
dự phòng các phản ứng thải ghép ở những bệnh nhân được ghép thận dị thân.
Mycophenolate phải được dùng đồng thời với cysclosporine và corticoide.",Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-15968/myfortic.aspx
V1165-H12-05,Idorant,Mefenamic acid,"Chỉ định Mefenamic acid
- Ðiều trị các triệu chứng đau từ nhẹ đến trung bình (nhức đầu, đau răng). - Ðau ở bộ máy vận động. - Ðau bụng kinh sau khi đã xác định bệnh căn. - Rong kinh chức năng.",Viên nén,,,https://thuocbietduoc.com.vn/thuoc-14971/idorant.aspx
V9-H09-02,Cefaclor 250mg,Cefaclor,"Chỉ định
- Nhiễm khuẩn đường hô hấp trên và hô hấp dưới mức độ nhẹ và vừa do các vi khuẩn nhạy cảm: viêm tai giữa cấp, viêm xoang cấp, viêm họng, viêm amidan tái phát nhiều lần, viêm phế quản cấp có bội nhiễm, viêm phổi, đợt bùng phát của viêm phế quản mạn tính.


- Nhiễm khuẩn đường tiết niệu không biến chứng do các chủng vi khuẩn nhạy cảm (bao gồm viêm thận - bể thận và viêm bàng quang);.


- Nhiễm khuẩn da và mô mềm do các chủng Staphylococcus aureus nhạy cảm với methicilin và Streptococcus pyogenes nhạy cảm.",Viên nang,,,https://thuocbietduoc.com.vn/thuoc-5261/cefaclor-250mg.aspx
H01-010-00,Amoxicillin 500mg,Amoxicilline,"Chỉ định Amoxicillin
Ðiều trị các nhiễm khuẩn do các vi khuẩn nhạy cảm với thuốc tại các vị trí sau: - Ðường hô hấp trên (bao gồm cả Tai Mũi Họng) như: viêm amiđan, viêm xoang, viêm tai giữa; - Ðường hô hấp dưới, như đợt cấp của viêm phế quản mãn, viêm phổi thùy và viêm phổi phế quản; - Ðường tiêu hóa: như sốt thương hàn; - Ðường niệu dục: như viêm thận-bể thận, lậu, sảy thai nhiễm khuẩn hay nhiễm khuẩn sản khoa. Các nhiễm khuẩn như nhiễm khuẩn huyết, viêm nội tâm mạc và viêm màng não do vi khuẩn nhạy cảm với thuốc nên được điều trị khởi đầu theo đường tiêm với liều cao và, nếu có thể, kết hợp với một kháng sinh khác. - Dự phòng viêm nội tâm mạc: Amoxicillin có thể được sử dụng để ngăn ngừa du khuẩn huyết có thể phát triển viêm nội tâm mạc. Tham khảo thông tin kê toa đầy đủ về các vi khuẩn nhạy cảm.",Viên nang,,,https://thuocbietduoc.com.vn/thuoc-1906/amoxicillin-500mg.aspx
VN-5426-08,Bioszone Inj,"Cefoperazone Sodium, Sulbactam sodium","Chỉ định Sulbactam
Sulbactam phối hợp duy nhất với ampicillin dùng để điều trị các bệnh nhiễm trùng đường hô hấp, niệu đạo, mô mềm, ổ bụng...gây bởi các vi khuẩn nhạy cảm, nhất là các chủng sinh beta lactamase.","Bột pha tiêm Cefoperazone 500mg, Sulbactam 500mg",,,https://thuocbietduoc.com.vn/thuoc-26522/bioszone-inj.aspx
V357-H12-10,Thuốc ho Bé ngoan,"Bản lam căn, Kim ngân hoa, Thạch cao, Khổ hạnh nhân, Qua lâu nhân, Ma hoàng, Mạch môn, Cát cánh, Cam thảo","Chỉ định Bản lam căn
Sốt cao như cảm cúm, viêm não đơn độc, sởi, viêm họng, sưng tuyến mang tai; các loại lở loét trong xoang miệng…",,,,https://thuocbietduoc.com.vn/thuoc-31862/thuoc-ho-be-ngoan.aspx
VN-5321-10,Limdopa,Dopamin HCl,"Chỉ định Dopamine
Chống shock do nhồi máu cơ tim, chấn thương, nhiễm khuẩn huyết, phẫu thuật, suy thận & suy tim mạn mất bù. Thiểu niệu, vô niệu. Hạ huyết áp do giảm hiệu suất của tim.",Dung dịch tiêm,,,https://thuocbietduoc.com.vn/thuoc-33342/limdopa.aspx
VD-20545-14,Captopril,Captopril 25mg,"Chỉ định Captopril
- Huyết áp cao. - Suy tim sung huyết. - Trong giai đoạn sau nhồi máu ở những bệnh nhân bị rối loạn chức năng thất trái (phân suất phun ≤ 40%) và không có dấu hiệu lâm sàng suy tim. Ðiều trị lâu dài bằng captopril giúp bệnh nhân cải thiện sự sống còn, giảm nguy cơ tái phát nhồi máu cơ tim cũng như giảm nguy cơ tiến đến suy tim. - Bệnh thận do tiểu đường phụ thuộc insulin có protein niệu (> 300mg/24 giờ). Ðiều trị dài hạn sẽ làm chậm tổn thương ở thận.",Viên nén,,,https://thuocbietduoc.com.vn/thuoc-46883/captopril.aspx
VN-12593-11,Telmilife 40,Telmisartan,"Chỉ định Telmisartan
Ðiều trị cao huyết áp vô căn.",Viên nén,,,https://thuocbietduoc.com.vn/thuoc-39191/telmilife-40.aspx
VD-29244-18,Phụ huyết khang,"Mỗi viên chứa 0,18 g cao khô hỗn hợp dược liệu (tương đương: Đảng sâm 0,17 g; Trần bì 0,09 g; Bạch thược 0,17 g; Xuyên khung 0,12 g; Phục linh 0,12 g; Bạch truật 0,17 g; Cam thảo 0,09 g; Hương phụ 0,17 g); Đương quy 0,12 g; Sinh địa 0,12 g","Chỉ định Trần bì
Tác dụng của Trần bì: Lý khí điều trung, táo thấp hóa đàm.
Chủ trị: Tỳ vị khí trệ, khí hư, đầy bụng ăn không tiêu, đàm thấp ứ trệ, phế khí mất tuyên thông",Viên nang cứng,,,https://thuocbietduoc.com.vn/thuoc-57755/phu-huyet-khang.aspx
VD-30706-18,Esoxium Tablets 40,Esomeprazol (dưới dạng vi hạt chứa 22% esomeprazol (dưới dạng esomeprazol magnesi dihydrat)) 40mg,"• Bệnh trào ngược dạ dày-thực quản (GERD); - Điều trị viêm xước thực quản do trào ngược  
- Điều trị dài hạn cho bệnh nhân viêm thực quản đã chữa lành để phòng ngừa tái phát - Điều trị triệu chứng bệnh trào ngược dạ dày-thực quản (GERD) 
• Kết hợp với một phác đồ kháng khuẩn thích hợp để diệt trừ Helicobacter pylori và- Chữa lành loét tá tràng có nhiễm Helicobacter pylori và - Phòng ngừa tái phát loét dạ dày-tá tràng ở bệnh nhân loét có nhiễm Helicobacter pylori.  
• Bệnh nhân cần điều trị bằng thuốc kháng viêm không steroid (NSAID) liên tục- Chữa lành loét dạ dày do dùng thuốc NSAID. - Phòng ngừa loét dạ dày và loét tá tràng do dùng thuốc NSAID ở bệnh nhân có nguy cơ.
 • Điều trị kéo dài sau khi đã điều trị phòng ngừa tái xuất huyết do loét dạ dày tá tràng bằng đường tĩnh mạch.
• Điều trị hội chứng Zollinger Ellison


* Trẻ vị thành niên từ 12 tuổi trở lên:


 • Bệnh trào ngược dạ dày thực quản (GERD)


- Điều trị viêm xước thực quản do trào ngược  
- Điều trị dài hạn cho bệnh nhân viêm thực quản đã chữa lành để phòng ngừa tái phát
- Điều trị triệu chứng bệnh trào ngược dạ dày –thực quản (GERD). 


•Kết hợp với kháng sinh trong điều trị loét tá tràng do Helicobacter pylori.",Viên nén bao phim chứa vi hạt bao tan trong ruột,,,https://thuocbietduoc.com.vn/thuoc-59635/esoxium-tablets-40.aspx
VN-0712-06,Gengraf,Cyclosporine,,Viên nang mềm-100mg,,,https://thuocbietduoc.com.vn/thuoc-9093/gengraf.aspx
VN-1541-06,Calflavone,"Ipriflavone, Calcium carbonate, Cholecalciferol","Chỉ định Calcium Carbonate
Calcium Carbonate được dùng trong việc điều trị, kiểm soát, phòng chống, & cải thiện những bệnh, hội chứng, và triệu chứng sau: 
- Bổ sung canxi - Dạ dày chua - Rối loạn dạ dày - Acid khó tiêu - Ợ nóng",Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-13135/calflavone.aspx
VN-3462-07,Mezicef 1g for Injection,Cefalotin Natri,"Chỉ định Cefalotin
Cefalotin được coi là thuốc lựa chọn thứ hai để điều trị các nhiễm khuẩn có biến chứng. Thường được dùng để điều trị thay thế penicilin, trong các nhiễm khuẩn do cầu khuẩn Gram dương và trực khuẩn Gram dương nhạy cảm. Cefalotin được chỉ định trong nhiễm khuẩn huyết, viêm màng trong tim, viêm xương – tủy và các thể nhiễm khuẩn nặng khác. Các chỉ định khác: Nhiễm khuẩn đường tiết niệu có biến chứng, như viêm thận – bể thận cấp và mạn tính, viêm bàng quang nặng tái phát; nhiễm khuẩn đường hô hấp: như viêm phổi nặng do vi khuẩn, viêm phế quản – phổi, áp xe phổi; nhiễm khuẩn ngoại khoa như: áp xe bụng, áp xe màng bụng, nhiễm khuẩn sau phẫu thuật; các nhiễm khuẩn khác: Viêm mủ màng phổi, nhiễm khuẩn nặng đường ruột. Lưu ý: Cần tiến hành nuôi cấy và thử nghiệm tính nhạy của vi khuẩn trước và trong khi điều trị. Cần xét nghiệm chức năng thận khi có chỉ định.",Bột pha tiêm-1g Cefalotin,,,https://thuocbietduoc.com.vn/thuoc-5600/mezicef-1g-for-injection.aspx
VNA-2022-04,Cimetidin 300mg,Cimetidine,"Chỉ định Cimetidine
Loét dạ dày-tá tràng lành tính, loét tái phát, loét miệng nối, trường hợp cần giảm quá trình tiết axit dạ dày, hội chứng trào ngược dạ dày thực quản và Zollinger Ellison.",Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-7980/cimetidin-300mg.aspx
VN-7974-09,TCL-R 10 Tablet,Atorvastatin calcium trihydrate,"Chỉ định Atorvastatin
Ðiều trị hỗ trợ cho chế độ ăn kiêng làm giảm cholesterol toàn phần, LDL, apolipoprotein B, triglycerid & làm tăng HDL ở bệnh nhân tăng cholesterol máu nguyên phát & rối loạn lipid máu hỗn hợp (type IIa & IIb); làm giảm triglycerid máu type IV). Ðiều trị rối loạn betalipoprotein máu nguyên phát (type III). Ðiều trị hỗ trợ với các biện pháp làm giảm lipid khác để làm giảm cholesterol toàn phần & LDL ở bệnh nhân tăng cholesterol máu có tính gia đình đồng hợp tử.",Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-29701/tcl-r-10-tablet.aspx
VD-3305-07,Dailyvit Multivitamin,"Vitamin C, B1, B2, B5, B6, B8 (D-Biotin), B9, E, PP","Chỉ định Vitamin C
Phòng và điều trị thiếu vitamin C ( bệnh Scorbut); và các chứng chảy máu do thiếu vitamin C. 
Tăng sức đề kháng ở cơ thể khi mắc bệnh nhiễm khuẩn, cảm cúm , mệt mỏi, nhiễm độc. Thiếu máu do thiếu sắt. 
Phối hợp với các thuốc chống dị ứng.",Viên nén sủi bọt,,,https://thuocbietduoc.com.vn/thuoc-22797/dailyvit-multivitamin.aspx
VD-4435-07,Dohistin,Loratadine,"Chỉ định Loratadine
Loratadin được chỉ định trong những triệu chứng liên quan đến viêm mũi dị ứng như hắt hơi, chảy nước mũi, và ngứa mũi, cũng như ngứa và xót mắt.
Những dấu hiệu và triệu chứng ở mũi và mắt giảm nhanh chóng sau khi dùng đường uống. Loratadin cũng được chỉ định trong điều trị các triệu chứng, dấu hiệu mề đay mạn tính và các rối loạn dị ứng ngoài da khác.",Viên nén,,,https://thuocbietduoc.com.vn/thuoc-23851/dohistin.aspx
VN-7656-09,Dalitazi,Ceftazidime pentahydrate,"Chỉ định Ceftazidime
Chỉ định điều trị: Nhiễm độc huyết, nhiễm khuẩn huyết, viêm màng não, viêm phổi, áp xe phổi, giãn phế quản, viêm tiểu phế quản, người bệnh xơ nang tụy tạng bị nhiễm trùng phổi, viêm tai giữa, viêm xương chũm, viêm xoang cánh mũi, nhiễm trùng trong các bệnh nặng khác, viêm thận-bể thận, viêm tuyến tiền liệt, viêm bàng quang, viêm đường niệu, viêm quầng, áp xe, viêm mô tế bào, các nhiễm trùng thứ cấp trong phỏng hay vết thương ngoài da, viêm vú, loét da, viêm đường mật, viêm túi mật có mủ, áp xe trong màng bụng, viêm phúc mạc, viêm túi thừa, viêm ruột-đại tràng, nhiễm trùng chậu hông, viêm xương, viêm tủy, viêm khớp nhiễm khuẩn, viêm túi thanh mạc có nhiễm trùng. Thuốc cũng được chỉ định trong việc điều trị các bệnh sau đây: - Nhiễm trùng nặng ở người bệnh bị suy giảm chức năng miễn dịch do máu. - Các nhiễm trùng nặng như nhiễm trùng trong phỏng. - Nhiễm trùng kết hợp với thẩm phân phúc mạc hay với thẩm phân phúc mạc liên tục ngoại trú (CAPD);.",Bột pha tiêm,,,https://thuocbietduoc.com.vn/thuoc-30389/dalitazi.aspx
V897-H12-10,Hoàn thanh can,"Bạch truật, mộc qua, thục địa, long đởm thảo, xuyên khung, cam thảo, chi tử, đương quy, phục linh, sài hồ, bạch thược","Chỉ định Bạch truật
+ Được dùng điều trị các chứng bệnh đau dạ dày, bụng trướng đầy, nôn mửa, ăn chậm tiêu, thấp nhiệt, tiêu chảy, phân sống, viêm ruột mãn tính, an thai trong trường hợp có thai đau bụng, ốm nghén nôn oẹ, chữa sốt trong các trường hợp sốt ra mồ hôi, phù thũng, Ngày dùng 6 – 12 g dưới dạng thuốc sắc hoặc bột.
+ Được dùng uống để chống phù, do tác dụng lợi tiểu và làm tăng tiết mồ hôi; chữa ho dưới dạng nước sắc, và phối hợp với một số cây khác để chữa đái tháo đường. Dược liệu còn được chỉ định trong các trường hợp viêm các cơ quan đường tiêu hoá (viêm dạ dày, viêm ruột) để làm ăn ngon miệng, chữa bệnh thấp khớp và chứng đau nhức đầu, dưới dạng thuốc ngậm. Dùng ngoài tác dụng diệt nấm. Liều thuốc một lần, dạng nước sắc để trị ho: 5 – 20 g và điều trị các bệnh đường tiêu hoá: 3 – 15 g.
+ Trong y học cổ truyền Nhật Bản, Bạch truật được dùng làm thuốc lợi tiểu trong các trường hơp đái ít, đái buốt, di tinh, hoa mắt. Ngày nay, nhân dân Nhật Bản dùng Bạch truật để tăng cường tiêu hoá, lợi tiểu (tăng lượng nước tiểu và số lần đi tiểu), chữa đau mình mẩy, ho, đờm nhiều, buồn nôn, di mộng tinh, kiết lỵ.",,,,https://thuocbietduoc.com.vn/thuoc-31464/hoan-thanh-can.aspx
VN-10048-10,Axcel Loratadine tablet,Loratadine,"Chỉ định Loratadine
Loratadin được chỉ định trong những triệu chứng liên quan đến viêm mũi dị ứng như hắt hơi, chảy nước mũi, và ngứa mũi, cũng như ngứa và xót mắt.
Những dấu hiệu và triệu chứng ở mũi và mắt giảm nhanh chóng sau khi dùng đường uống. Loratadin cũng được chỉ định trong điều trị các triệu chứng, dấu hiệu mề đay mạn tính và các rối loạn dị ứng ngoài da khác.",Viên nén không bao,,,https://thuocbietduoc.com.vn/thuoc-32930/axcel-loratadine-tablet.aspx
VN-16453-13,Niflox 250,Levofloxacin (dưới dạng Levofloxacin hemihydrate) 250mg,"Chỉ định Levofloxacine
Levofloxacin được chỉ định để điều trị các trường hợp nhiễm khuẩn do các vi khuẩn nhạy cảm với levofloxacin gây ra sau đây: - Viêm xoang cấp. - Ðợt kịch phát cấp của viêm phế quản mạn. - Viêm phổi mắc phải trong cộng đồng. - Nhiễm khuẩn đường tiểu có biến chứng, kể cả viêm thận-bể thận. - Nhiễm khuẩn ở da và phần mềm.",Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-44248/niflox-250.aspx
VN-16515-13,Melyroxil 250 Rediuse,Cefadroxil (dưới dạng Cefadroxil monohydrate) 250mg,"Chỉ định Cefadroxil
Cefadroxil được chỉ định điều trị các nhiễm khuẩn gây ra do các vi khuẩn nhạy cảm sau đây:Nhiễm khuẩn đường tiểu cấp, mãn, có biến chứng và tái phát. Nhiễm khuẩn da và cấu trúc da. Viêm họng và viêm amidan do streptococci tan huyết beta nhóm A, Cefadroxil có hiệu quả trong việc tiêu diệt hoàn toàn Streptococci ở vùng mũi hầu; tuy nhiên hiện tại chưa có các số liệu chứng tỏ hiệu quả của Cefadroxil trong phòng ngừa thấp khớp cấp. Nhiễm khuẩn đường hô hấp dưới, ví dụ: viêm phổi, đợt cấp viêm phế quản mãn, giãn phế quản, vv... Nhiễm khuẩn xương và khớp.",Hỗn dịch uống,,,https://thuocbietduoc.com.vn/thuoc-44311/melyroxil-250-rediuse.aspx
VN-17707-14,Yumai Kouyan Heji (Khẩu viêm thanh);,"Cao chiết xuất từ : Me rừng 40g; Địa hoàng 20g; Xích thược 15g; Mạch môn, 20g; Cam thảo 5g;","Chỉ định Địa hoàng
Sinh địa dùng chữa bệnh huyết hư phát nóng, thổ huyết, băng huyết, chảy máu cam, kinh nguyệt không đều, động thai; bệnh thương hàn, ôn dịch, phát ban chẩn, cổ họng sưng đau, huyết nhiệt, tân dịch khô. Ngày dùng 8-16g, có thể dùng đến 40g.
Thục địa dùng trị thận âm suy sinh ra các chứng nóng âm ỉ, bệnh tiêu khát (đái đường), đau họng, khí suyễn (khó thở), hư hoả bốc lâm sinh xuất huyết, làm sáng mắt, điều kinh, bổ huyết, sinh tinh, làm cho cơ thể tráng kiện. Ngày dùng 12-40g.
Trong y học cổ truyền Trung Quốc, địa hoàng tươi được dùng trị âm suy trong các bệnh sốt có triệu chứng lưỡi đỏ sẫm và khát, ban da, có những vết ở da, khạc ra máu, chảy máu cam, đau họng.
Địa hoàng không chế biến dùng chữa sốt với lưỡi đỏ sẫm và khát, âm suy với nhiệt bên trong, khạc ra máu, chảy máu cam, ban da và có những vết ở da.",dung dịch uống,,,https://thuocbietduoc.com.vn/thuoc-45696/yumai-kouyan-heji-khau-viem-thanh.aspx
VN-17488-13,Kupbloicin,Bleomycin (dưới dạng Bleomycin sulfat) 15IU,"Chỉ định Bleomycin
Điều trị carcinom tế bào vẩy, u hắc tố, carcinom tinh hoàn. Các u lympho Hodgkin hoặc không Hodgkin. Thuốc cũng có thể được dùng tràn dịch màng phổi ác tính như một tác nhân làm xơ cứng. Thuốc lựa chọn hàng hai cho người bệnh mà bleomycin chứng tỏ có tác dụng nào đó (dùng đơn độc hoặc phối hợp);: Điều trị u hắc tố ác tính có di căn; carcinom tuyến giáp, phổi hoặc bàng quang.",Bột đông khô pha tiêm,,,https://thuocbietduoc.com.vn/thuoc-45196/kupbloicin.aspx
V733-H12-10,Thuốc ho an phế T/H,"Bách bộ, hạnh nhân, trần bì, mạch môn, cát cánh, cam thảo","Chỉ định Bách bộ
Trị ho, bổ phổi, chữa viêm phế quản, trừ giun kim, diệt chấy rận (Rễ)",,,,https://thuocbietduoc.com.vn/thuoc-31498/thuoc-ho-an-phe-th.aspx
VD-11930-10,Vitamin B2 10mg,Riboflavin 10mg,"Chỉ định Vitamin B2
Phòng và điều trị thiếu riboflavin.",,,,https://thuocbietduoc.com.vn/thuoc-31599/vitamin-b2-10mg.aspx
VN-8777-09,Pharmaproracil,,,Viên nén,,,https://thuocbietduoc.com.vn/thuoc-31209/pharmaproracil.aspx
V124-H12-10,Happyxoang,"Ké đầu ngựa, Tế tân, Bán hạ, Bạch chỉ, Đảng sâm, Can khương, Hậu phác, Quế,..","Chỉ định Ké đầu ngựa
Nhức đầu do phong hàn, viêm mũi, chảy nước mũi, chữa mụn nhọt, mẩn ngứa, đau đầu do phong hàn, chân tay co rút, đau khớp do phong thấp.",,,,https://thuocbietduoc.com.vn/thuoc-31965/happyxoang.aspx
VN-12096-11,Torcid,"Dried aluminium hydroxide, Magnesium trisilicate, Simethicone","Chỉ định Magnesium
Ðiều trị các triệu chứng gây ra do tình trạng giảm Mg máu, bổ sung Mg trong phục hồi cân bằng nước điện giải, điều trị sản giật.",Viên nén,,,https://thuocbietduoc.com.vn/thuoc-38248/torcid.aspx
VN-11859-11,Clopixol-Acuphase,Zuclopenthixol acetate,"Chỉ định Zuclopenthioxol
Zuclopenthixol được sử dụng để điều trị bệnh tâm thần phân liệt và chứng rối loạn tâm thần khác.",Dung dịch tiêm dầu,,,https://thuocbietduoc.com.vn/thuoc-37928/clopixol-acuphase.aspx
VN-16337-13,Sizoca-5,Olanzapine 5mg,"Chỉ định Olanzapine
Olanzapine dùng để điều trị tấn công và điều trị duy trì bệnh tâm thần phân liệt, cũng như các bệnh loạn thần khác mà có những biểu hiện rõ rệt của các triệu chứng dương tính (ví dụ như hoang tưởng, ảo giác, rối loạn suy nghĩ, thù địch và nghi ngờ) và/hoặc các triệu chứng âm tính (ví dụ như cảm xúc phẳng lặng, lãnh đạm, thu mình lại, ngôn ngữ nghèo nàn).",Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-44157/sizoca-5.aspx
VN-10585-10,Milflox,Moxifloxacin HCl,"Chỉ định Moxifloxacin
Ðiều trị bệnh nhiễm khuẩn ở người lớn (≥ 18 tuổi) do những dòng vi khuẩn nhạy cảm :
Viêm xoang cấp do vi khuẩn gây bởi Streptococcus pneumoniae, Haemophilus influenzae hoặc Moraxella catarrhalis. 


Ðợt cấp của viêm phế quản mãn do vi khuẩn gây bởi Streptococcus pneumoniae, Haemophilus influenzae, Haemophilus parainfluenzae, Klebsiella pneumoniae, Staphylococcus aureus hoặc Moraxella catarrhalis. 
Viêm phổi mắc phải trong cộng đồng (với mức độ từ nhẹ đến trung bình) gây bởi Streptococcus pneumoniae, Haemophilus influenzae, Mycoplasma pneumoniae, Chlamydia pneumoniae hoặc Moraxella catarrhalis.",Dung dịch nhỏ mắt,,,https://thuocbietduoc.com.vn/thuoc-34289/milflox.aspx
VD-27420-17,Sorbitol,Mỗi gói 5g chứa Sorbitol 5g,"Chỉ định Sorbitol
Ðiều trị triệu chứng táo bón. Ðiều trị triệu chứng các rối loạn khó tiêu.",Thuốc bột uống,,,https://thuocbietduoc.com.vn/thuoc-58194/sorbitol.aspx
VD-23133-15,"Vitamin B1 0,01g",Thiamin mononitrat 10 mg,"Chỉ định Vitamin B1
Phòng và điều trị bệnh Beri-beri. Điều trị các trường hợp đau nhức dây thần kinh lưng, hông và dây thần kinh sinh ba( phối hợp với các vitamin B6 và B12); Các trường hợp mệt mỏi, kém ăn, suy dinh dưỡng và rối loạn tiêu hoá.",Viên nén,,,https://thuocbietduoc.com.vn/thuoc-50193/vitamin-b1-001g.aspx
VD-25572-16,GastraQK9,Bột vỏ mù u 250mg; Bột mai mực 50mg; Bột nghệ 10mg,"Chỉ định
Điều trị viêm loét dạ dày – tá tràng.",Viên nén,,,https://thuocbietduoc.com.vn/thuoc-53529/gastraqk9.aspx
VD-23540-15,Glosic,Nefopam hydroclorid 30 mg,"Chỉ định Nefopam
Cơn đau cấp & mạn tính các loại: đau do thần kinh, đau đầu, đau cơ, chứng co thắt, đau răng, đau bụng kinh, đau do chấn thương, đau hậu phẫu, viêm tụy mạn tính, cơn đau sỏi mật, cơn đau quặn thận, đau do ung thư.",Viên nang cứng,,,https://thuocbietduoc.com.vn/thuoc-51463/glosic.aspx
