so_dang_ky,ten_thuoc,hoat_chat,noi_dung_dieu_tri,dang_bao_che,danh_muc,ham_luong,url_nguon
VN-7638-03,Ciprofloxacin,Ciprofloxacin,"Chỉ định Ciprofloxacin
Các bệnh nhiễm trùng có biến chứng và không biến chứng gây ra do các bệnh nguyên nhạy cảm với ciprofloxacin. 


- Các bệnh nhiễm trùng của: 
*Đường hô hấp. Trong các trường hợp viêm phổi do phế cầu (Pneumococcus) ở bệnh nhân ngoại trú, không nên dùng Ciprofloxacin như là một thuốc đầu tay. Tuy nhiên Ciprofloxacin có thể được dùng trong trường hợp viêm phổi do Klebsiella, Enterobacter, Proteus, Pseudomonas, Haemophilus, Branhamella, Legionella và Staphylococcus. . Tai giữa (viêm tai giữa) và các xoang (viêm xoang), đặc biệt nguyên nhân do vi khuẩn gram âm, kể cả Pseudomonas hay Staphylococcus. .
*Mắt. . Thận và/hoặc đường tiết niệu. . Cơ quan sinh dục, kể cả bệnh lậu, viêm phần phụ, viêm tiền liệt tuyến. . Ổ bụng (như nhiễm trùng đường tiêu hóa hoặc đường mật, viêm phúc mạc). 
* Da và mô mềm. 
* Xương khớp. 
*Nhiễm trùng huyết. 
*Nhiễm trùng hoặc có nguy cơ nhiễm trùng (dự phòng) trên bệnh nhân có hệ miễn dịch suy yếu (như bệnh nhân bị suy giảm miễn dịch hoặc có tình trạng giảm bạch cầu). 
- Chỉ định cho tình trạng khử nhiễm ruột có chọn lọc trên bệnh nhân suy giảm miễn dịch (Ciprofloxacin dạng uống).",Dung dịch nhỏ mắt,,,https://thuocbietduoc.com.vn/thuoc-8153/ciprofloxacin.aspx
VD-2984-07,Viciperazol,Cefoperazone,"Chỉ định Cefoperazone
Ðiều trị:",Thuốc bột tiêm,,,https://thuocbietduoc.com.vn/thuoc-5807/viciperazol.aspx
VN-7990-09,Silyrene Soft Capsule,"Cao Cardus marianus, Thiamine hydroclorid, Riboflavin, Pyridoxin hyđrocloride, Nicotinic acid amide, Calcium pantothenate, Cyanocobalamin","Chỉ định Cardus marianus
Dùng trong các trường hợp viêm gan, viêm gan virus, gan nhiễm mỡ, xơ gan; 
Rối loạn chức năng gan với các biểu hiện: mệt mỏi, khó ở, chán ăn, ăn uống khó tiêu, vàng da, táo bón; 
Mụn nhọt, trứng cá, lở ngứa ngoài da, dị ứng mãn tính, ...do chức năng thải độc của gan kém; 
Bảo vệ và phục hồi chức năng gan trong các trường hợp nhiễm độc gan do rượu, bia, dùng thuốc độc hại với gan như : kháng sinh, chống lao, chống ung thư, hóa chất, tia xạ...",Viên nang mềm,,,https://thuocbietduoc.com.vn/thuoc-29758/silyrene-soft-capsule.aspx
VN-4551-07,Dalacin C,Clindamycin phosphate,"Chỉ định Clindamycin
Clindamycin phosphate được chỉ định trong điều trị mụn trứng cá. Trong so sánh với tetracycline uống, Clindamycin phosphate làm giảm mụn trứng cá 61% so với tetracycline là 49%. Trong những nghiên cứu có kiểm soát sau đó, Clindamycin phosphate làm giảm 58% mụn trứng cá so với giả dược (alcol) là 33%.",Dung dịch tiêm,,,https://thuocbietduoc.com.vn/thuoc-23445/dalacin-c.aspx
VN-5639-08,Oxaltie 100,Oxaliplatin,"Chỉ định Oxaliplatin
Ung thư đường tiêu hóa như ung thư đại tràng (kết hợp với 5-fluoracil & folinic acid);.",Bột đông khô pha tiêm - 100mg,,,https://thuocbietduoc.com.vn/thuoc-26419/oxaltie-100.aspx
VN-1729-06,Cycortide,Budesonide,"Chỉ định Budesonide
Dùng bình xịt mũi trẻ em và người lớn: điều trị triệu chứng viêm mũi dị ứng theo mùa hoặc quanh năm. Hít qua miệng: điều trị duy trì và dự phòng bệnh hen. Ở nhiều người bệnh hen, sử dụng budesonid hít làm giảm nhu cầu corticosteroid uống hoặc có thể thay thế hoàn toàn thuốc này. Corticosteroid hít không có hiệu lực cắt cơn hen cấp tính, nhưng cần dùng liên tục làm thuốc dự phòng hàng ngày.",Viên nang-400mcg,,,https://thuocbietduoc.com.vn/thuoc-3925/cycortide.aspx
VN-2385-06,Newfactan,Bovine lung surfactant,,Bột pha hỗn dịch dùng đường phế nang-120mg,,,https://thuocbietduoc.com.vn/thuoc-3809/newfactan.aspx
VD-0591-06,Mekopadol,"Acetaminophen, Chlorpheniramine maleate","Chỉ định Paracetamol
Paracetamol được dùng rộng rãi trong điều trị các chứng đau và sốt từ nhẹ đến vừa. 
* Giảm đau: 
Paracetamol được dùng giảm đau tạm thời trong điều trị chứng đau nhẹ và vừa: đau đầu, đau răng, đau bụng kinh... Thuốc có hiệu quả nhất là giảm đau cường độ thấp có nguồn gốc không phải nội tạng. Paracetamol không có tác dụng trị thấp khớp. Paracetamol là thuốc thay thế salicylat (được ưa thích ở người bệnh chống chỉ định hoặc không dung nạp salicylat) để giảm đau nhẹ hoặc hạ sốt. 
* Hạ sốt:


Paracetamol thường được dùng để giảm thân nhiệt ở người bệnh sốt, khi sốt có thể có hại hoặc khi hạ sốt nói chung không đặc hiệu, không ảnh hưởng đến tiến trình của bệnh cơ bản và có thể che lấp tình trạng bệnh của người bệnh.",Viên nang,,,https://thuocbietduoc.com.vn/thuoc-526/mekopadol.aspx
VN-0090-06,Hayospan,Hyoscine butylbromide,"Chỉ định Hyoscine butylbromide
Cơn co thắt đường tiêu hóa, viêm dạ dày, loét dạ dày-tá tràng, táo bón do co thắt, viêm đại tràng. Đau do sỏi thận, sỏi mật, đau khi thăm khám ở niệu đạo, đau khi thấy kinh.",Viên bao đường-10mg,,,https://thuocbietduoc.com.vn/thuoc-12822/hayospan.aspx
VN-1276-06,CBIantigrain injection,Ketorolac tromethamine,"Chỉ định Ketorolac
Điều trị ngắn ngày đau vừa tới đau nặng sau phẫu thuật, dùng thay thế các ché phẩm opioid . Dùng tại chỗ để điều trị triệu chứng viêm kết mạc dị ứng theo mùa.",Dung dịch tiêm-30mg/ml,,,https://thuocbietduoc.com.vn/thuoc-13429/cbiantigrain-injection.aspx
VD-23693-15,Paracetamol 500mg,Paracetamol 500mg,"Chỉ định Paracetamol
Paracetamol được dùng rộng rãi trong điều trị các chứng đau và sốt từ nhẹ đến vừa. 
* Giảm đau: 
Paracetamol được dùng giảm đau tạm thời trong điều trị chứng đau nhẹ và vừa: đau đầu, đau răng, đau bụng kinh... Thuốc có hiệu quả nhất là giảm đau cường độ thấp có nguồn gốc không phải nội tạng. Paracetamol không có tác dụng trị thấp khớp. Paracetamol là thuốc thay thế salicylat (được ưa thích ở người bệnh chống chỉ định hoặc không dung nạp salicylat) để giảm đau nhẹ hoặc hạ sốt. 
* Hạ sốt:


Paracetamol thường được dùng để giảm thân nhiệt ở người bệnh sốt, khi sốt có thể có hại hoặc khi hạ sốt nói chung không đặc hiệu, không ảnh hưởng đến tiến trình của bệnh cơ bản và có thể che lấp tình trạng bệnh của người bệnh.",Viên nén,,,https://thuocbietduoc.com.vn/thuoc-51616/paracetamol-500mg.aspx
VD-25337-16,D-Contresine 250,Mephenesin 250mg,"Chỉ định Mephenesin
Ðược đề nghị điều trị hỗ trợ các co thắt cơ gây đau trong: 
- Các bệnh lý thoái hóa đốt sống và các rối loạn tư thế cột sống: vẹo cổ, đau lưng, đau thắt lưng. 
- Các tình trạng co thắt.",Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-53340/d-contresine-250.aspx
VD-26087-17,"Tobramycin 0,3%",Mỗi 5 ml chứa: Tobramycin 15mg,"Chỉ định Tobramycin
Tobramycin được chỉ định đặc biệt trong điều trị các nhiễm khuẩn đường tiết niệu, hệ tuần hoàn và máu (nhiễm trùng máu);, xương, da và các mô mềm, bộ máy tiêu hóa, hệ thần kinh trung ương (viêm màng não) và đường hô hấp dưới, gây bởi các vi khuẩn nhạy cảm. Thuốc được chỉ định trong lựa chọn thứ hai điều trị các nhiễm khuẩn do E. coli và staphylococcus.
Dạng thuốc nhỏ mắt (nước hay mỡ tra mắt 0,3%)
Điều trị các bệnh nhiễm trùng mắt do các chủng vi khuẩn nhạy cảm với Tobramycin gây ra như viêm kết mạc, viêm giác mạc, viêm túi lệ, viêm mí mắt, đau mắt hột, lẹo mắt…",Dung dịch nhỏ mắt,,,https://thuocbietduoc.com.vn/thuoc-54048/tobramycin-03.aspx
VN-10060-10,Zinxime,Arginin,"Chỉ định Arginine
Rối loạn chức năng gan. Ðiều trị hỗ trợ các rối loạn khó tiêu. Tăng amoniac huyết bẩm sinh hoặc do rối loạn chu trình urê.",Thuốc cốm uống,,,https://thuocbietduoc.com.vn/thuoc-32969/zinxime.aspx
VN-14295-11,Peridal 200mg,Danazol,"Chỉ định Danazol
Lạc nội mạc tử cung, nữ hóa tuyến vú. Bệnh vú lành tính, dậy thì sớm nguyên phát do thể tạng. Ða kinh. Phù thần kinh mạch máu do di truyền.",Viên nang,,,https://thuocbietduoc.com.vn/thuoc-43754/peridal-200mg.aspx
VN-15176-12,Arxirom Capsule,Meloxicam,"Chỉ định Meloxicam
Dạng viên: điều trị triệu chứng dài hạn các cơn viêm đau mãn tính trong: - Viêm đau xương khớp (hư khớp, thoái hóa khớp). - Viêm khớp dạng thấp. - Viêm cột sống dính khớp. Dạng tiêm: điều trị triệu chứng ngắn hạn các cơn viêm đau cấp tính.",Viên nang,,,https://thuocbietduoc.com.vn/thuoc-42266/arxirom-capsule.aspx
VD-14500-11,Rifampicin-INH,"Rifampicin 150 mg, Isoniazid 100 mg","Chỉ định Rifampicin
Các thể lao. Nhiễm Mycobacteria chịu tác dụng. Các nhiễm khuẩn nặng, điều trị nội trú, do chủng Gram (+); (tụ cầu, tràng cầu khuẩn) hoặc do chủng Gram (-) chịu tác dụng. Bệnh do Brucella. Thuốc tiêm dùng cho các thể nặng hoặc khi bệnh nhân không dùng được thuốc uống.","Chai 250 viên bao phim, hộp 6 vỉ x 10 viên bao phim",,,https://thuocbietduoc.com.vn/thuoc-40399/rifampicin-inh.aspx
VD-5303-08,Diagestiode - 210mg,Diiodohydroxyquinolein,,Viên nén,,,https://thuocbietduoc.com.vn/thuoc-28290/diagestiode-210mg.aspx
VN-8253-09,Gingob Soft Capsules,Ginkgo biloba leaf extract,"Chỉ định Ginkgo biloba leaf extract
- Ðiều trị mất trí nhớ ngắn hạn, suy giảm tâm thần, thiếu nhạy bén và minh mẫn tâm thần, trầm cảm, khó khăn trong việc tập trung tư tưởng. - Ðiều trị các rối loạn chức năng cơ hữu của não, có kèm theo sự sa sút trí tuệ. - Ðiều trị hội chứng khập khễnh gián cách, bệnh võng mạc (thoái hóa vết chấm, bệnh võng mạc thuộc đái tháo), các hội chứng thuộc thiểu năng tai trong (nhức đầu, chóng mặt, ù tai...), lãng tai ở người cao tuổi. Di chứng sau các tai nạn huyết mạch thuộc não và chấn thương sọ. - Trạng thái lão suy (kể cả bệnh Alzheimer), chứng bất lực. - Chứng giòn mao mạch. - Hội chứng trước kinh nguyệt, nhức đầu... - Thuốc đã chứng tỏ là chất bổ sung thực phẩm rất tốt cho nhiều người, và đã tạo nên một cảm giác toàn hảo về sức khỏe rất tốt, đặc biệt ở các người cao tuổi.",Viên nang mềm,,,https://thuocbietduoc.com.vn/thuoc-29673/gingob-soft-capsules.aspx
VD-0587-06,Lactat Ringer,"sodium chloride, potassium chloride, calcium chloride, sodium lactate khan","Chỉ định Natri chloride
Bổ sung natri clorid và nước trong trường hợp mất nước: Ỉa chảy, sốt cao, sau phẫu thuật, mất máu. Phòng và điều trị thiếu hụt natri và clorid do bài niệu quá mức hoặc hạn chế quá mức, phòng co cơ (chuột rút); và mệt lả do ra mồ hôi quá nhiều vì nhiệt độ cao. Dung dịch tiêm natri clorid nhược trương (0,45%) được dùng chủ yếu làm dung dịch bồi phụ nước và có thể được sử dụng để đánh giá chức năng thận, để điều trị đái tháo đường tăng áp lực thẩm thấu. Dung dịch natri clorid đẳng trương (0,9%) được dùng rộng rãi để thay thế dịch ngoại bào và trong xử lý nhiễm kiềm chuyển hóa có mất dịch và giảm natri nhẹ và là dịch dùng trong thẩm tách máu, dùng khi bắt đầu và kết thúc truyền máu. Dung dịch ưu trương (3%, 5%) dùng cho trường hợp thiếu hụt natri clorid nghiêm trọng cần phục hồi điện giải nhanh (thiếu hụt natri clorid nghiêm trọng có thể xảy ra khi có suy tim hoặc giảm chức năng thận, hoặc trong khi phẫu thuật, hoặc sau khi phẫu thuật). Còn được dùng khi giảm natri và clor huyết do dùng dịch không có natri trong nước và điện giải trị liệu và khi xử lý trường hợp dịch ngoại bào pha loãng quá mức sau khi dùng quá nhiều nước (thụt hoặc truyền dịch tưới rửa nhiều lần vào trong các xoang tĩnh mạch mở khi cắt bỏ tuyến tiền liệt qua niệu đạo). Dung dịch tiêm natri clorid 20% được truyền nhỏ giọt qua thành bụng vào trong buồng ối để gây sẩy thai muộn trong 3 tháng giữa của thai kỳ (thai ngoài 16 tuần). Sau khi truyền nhỏ giọt qua thành bụng vào trong buồng ối, dung dịch này với liều được khuyên dùng, sẩy thai thường xảy ra trong vòng 72 giờ ở khoảng 97% người bệnh. Thuốc tiêm natri clorid 0,9% cũng được dùng làm dung môi pha tiêm truyền một số thuốc tương hợp.",Dung dịch tiêm truyền,,,https://thuocbietduoc.com.vn/thuoc-19854/lactat-ringer.aspx
V945-H12-05,Nadypharlax,Polyethylene glycol 4000,,Thuốc bột,,,https://thuocbietduoc.com.vn/thuoc-18192/nadypharlax.aspx
VN-9322-05,Flamprozi Praziquantel Tablet USP 600mg,Praziquantel,"Chỉ định Praziquantel
Sán máng ký sinh ở gan hay phổi do các loài Schistosoma Haematobium, S. japonicum, S. mansoni và S. Mekongi.",Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-18291/flamprozi-praziquantel-tablet-usp-600mg.aspx
VD-0253-06,Jolimood,Paroxetine,"Chỉ định Paroxetine
- Trầm cảm- Rối loạn hoảng sợ- Rối loạn lo âu tổng quát- Hội chứng loạn thần kinh ám ảnh- Rối loạn do stress chấn thương.",Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-17730/jolimood.aspx
VNB-0500-00,Huỳnh long,"Trần bì, ô dược, mộc hương, Hương phụ, Bạch cập, Cam thảo, hoàng bá, mai mực, nghệ","Chỉ định Trần bì
Tác dụng của Trần bì: Lý khí điều trung, táo thấp hóa đàm.
Chủ trị: Tỳ vị khí trệ, khí hư, đầy bụng ăn không tiêu, đàm thấp ứ trệ, phế khí mất tuyên thông",Hoàn cứng,,,https://thuocbietduoc.com.vn/thuoc-21660/huynh-long.aspx
VNA-3381-00,Cimetidin 300mg,Cimetidine,"Chỉ định Cimetidine
Loét dạ dày-tá tràng lành tính, loét tái phát, loét miệng nối, trường hợp cần giảm quá trình tiết axit dạ dày, hội chứng trào ngược dạ dày thực quản và Zollinger Ellison.",Viên bao phim,,,https://thuocbietduoc.com.vn/thuoc-7978/cimetidin-300mg.aspx
VN-2148-06,XLCefuz-50 DT,Cefpodoxime proxetil,"Chỉ định Cefpodoxime
Cefpodoxime proxetil được chỉ định để điều trị các nhiễm khuẩn sau đây: - Nhiễm khuẩn hô hấp trên bao gồm viêm tai giữa cấp, viêm xoang, viêm amiđan và viêm họng. - Viêm phổi cấp tính mắc phải trong cộng đồng. - Nhiễm lậu cầu cấp chưa có biến chứng. - Nhiễm khuẩn đường tiểu chưa có biến chứng. - Nhiễm khuẩn da và cấu trúc da.",Viên nén hoà tan-50mg Cefpodoxime,,,https://thuocbietduoc.com.vn/thuoc-6426/xlcefuz-50-dt.aspx
V650-H12-10,Song liệu bổ thận hoàn,"Đảng sâm, Viễn chí, Bạch thược, Ba kích, Đương quy, Tao nhân, Phục thần, Sơn dược, Trần bì, San nhân","Tác dụng bổ thận, dưỡng tỳ vị, lợi thủy, cố tinh, thuốc được dùng trong các trường hợp:",Hoàn mềm,,,https://thuocbietduoc.com.vn/thuoc-9319/song-lieu-bo-than-hoan.aspx
V247-H12-10,Bổ tâm xuân quang,"Ðảng sâm, Bạch thược, Viễn chí, Hoàng kỳ, Bạch linh, Ðương quy, Bá tử nhân, Bạch truật, Táo nhân","Chỉ định Ðảng sâm
+ Trị Phế hư, ích Phế khí (Cương Mục Bổ Di).
+ Trị Tỳ Vị hư yếu, khí huyết đều suy, không có sức, ăn ít, khát, tiêu chảy lâu ngày, thoát giang (Trung Dược Đại Từ Điển).
+ Trị trung khí suy nhược, ăn uống kém, tiêu chảy do tỳ hư, vàng da do huyết hư, tiêu ra máu, Rong kinh (Trung Quốc Dược Học Đại Từ Điển).
+ Trị thiếu máu mạn, gầy ốm, bệnh bạch huyết, bệnh ở tụy tạng (Khoa Học Đích Dân Vấn Dược Thảo).
+ Trị hư lao, nội thương, trường vị trung lãnh, hoạt tả, lỵ lâu ngày, khí suyễn, phiền khát, phát sốt, mồ hôi tự ra, băng huyết, các chứng thai sản (Trung Dược Tài Thủ Sách).",Viên hoàn cứng,,,https://thuocbietduoc.com.vn/thuoc-9211/bo-tam-xuan-quang.aspx
VD-3589-07,Erystad,Erythromycin,"Chỉ định Erythromycin
Ðiều trị mụn trứng cá, đặc biệt các dạng mụn mủ viêm. Các nhiễm khuẩn hô hấp, da, mô mềm, hệ tiết niệu-sinh dục. Dự phòng thấp khớp cấp( thay thế penicillin).",Gel bôi ngoài da,,,https://thuocbietduoc.com.vn/thuoc-10876/erystad.aspx
VNB-1960-04,Tydol Migraine,"Acetaminophen, Aspirin, Caffeine","Chỉ định
- Trị đau nửa đầu. - Giảm các cơn đau nhẹ & cơn đau do: nhức đầu, nhức răng, đau nhức cơ, viêm xoang, đau nhức do thấp khớp, đau bụng kinh, cảm lạnh thông thường.",Viên nén dài hai lớp,,,https://thuocbietduoc.com.vn/thuoc-400/tydol-migraine.aspx
VN-3914-07,Evegal,"Cao khô rễ valerian, lá Balm",,Viên nén bao đường,,,https://thuocbietduoc.com.vn/thuoc-4776/evegal.aspx
VND-0551-01,Dầu gió Hoa Lan,"Camphor, Menthol, Tinh dầu bạc hà, Tinh dầu quế, Tinh dầu đinh hương","Chỉ định Camphor
Chữa cảm cúm.
Sát khuẩn không khí, xua đuổi côn trùng.
Giảm đau nhức chân tay.
Chống bệnh trầm cảm.
Chống viêm, kháng khuẩn, chống co thắt.
Hỗ trợ điều trị hạ huyết áp, an thần.
Giảm chứng mất ngủ.
Kích thích miễn dịch.
Giúp tái tạo tế bào mới, chăm sóc da và giảm lão hóa.",Dầu nước,,,https://thuocbietduoc.com.vn/thuoc-4380/dau-gio-hoa-lan.aspx
VNA-4410-01,Acetylcystein 200mg,Acetylcysteine,"Chỉ định Acetylcystein
Ðược dùng làm thuốc tiêu chất nhầy trong bệnh nhầy nhớt (mucoviscidosis) (xơ nang tuyến tụy), bệnh lý hô hấp có đờm nhầy quánh như trong viêm phế quản cấp và mạn, và làm sạch thường quy trong mở khí quản. Ðược dùng làm thuốc giải độc trong quá liều paracetamol. Ðược dùng tại chỗ trong điều trị hội chứng khô mắt (viêm kết giác mạc khô, hội chứng Sjogren) kết hợp với tiết bất thường chất nhầy.",Viên nang,,,https://thuocbietduoc.com.vn/thuoc-899/acetylcystein-200mg.aspx
VNB-1361-04,Cophyzol,"Lá Actiso, lá mã đề, chi tử","Chỉ định Chi tử
Trị nóng nẩy, bồn chồn do nhiệt chứng, vàng da do thấp nhiệt, mắt đỏ, họng đau, chảy máu cam, lở miệng, nước tiểu đỏ. Đắp ngoài trị sưng ứ (Lâm Sàng Thường Dụng Trung Dược Thủ Sách).",Viên bao đường,,,https://thuocbietduoc.com.vn/thuoc-13556/cophyzol.aspx
VN-5672-08,Kamez-20,Torsemide,"Chỉ định Torsemide
Torsemide được sử dụng để làm giảm tình trạng sưng và giữ nước gây ra bởi các vấn đề y tế khác nhau, bao gồm cả tim hoặc bệnh gan. 
Thuốc cũng được sử dụng để điều trị huyết áp cao.",Viên nén,,,https://thuocbietduoc.com.vn/thuoc-26438/kamez-20.aspx
VN-5502-08,Grasulp,Sulpiride,"Chỉ định Sulpiride
Ðiều trị ngắn hạn các triệu chứng lo âu ở người lớn khi không đáp ứng với các điều trị chuẩn. 
Các rối loạn hành vi nặng (kích động, tự làm tổn thương, bắt chước rập khuôn) ở trẻ trên 6 tuổi, đặc biệt trong bệnh cảnh của hội chứng tự kỷ.",Viên nang,,,https://thuocbietduoc.com.vn/thuoc-26881/grasulp.aspx
VNC-106-00,Tễ bổ trung,"Ðảng sâm, Cam thảo, Bạch truật, Sanh cương, Trần bì, Huỳnh kỳ, Nhục quế, Thăng ma, Ðương quy, Ðại táo, Sài hồ","Chỉ định Ðảng sâm
+ Trị Phế hư, ích Phế khí (Cương Mục Bổ Di).
+ Trị Tỳ Vị hư yếu, khí huyết đều suy, không có sức, ăn ít, khát, tiêu chảy lâu ngày, thoát giang (Trung Dược Đại Từ Điển).
+ Trị trung khí suy nhược, ăn uống kém, tiêu chảy do tỳ hư, vàng da do huyết hư, tiêu ra máu, Rong kinh (Trung Quốc Dược Học Đại Từ Điển).
+ Trị thiếu máu mạn, gầy ốm, bệnh bạch huyết, bệnh ở tụy tạng (Khoa Học Đích Dân Vấn Dược Thảo).
+ Trị hư lao, nội thương, trường vị trung lãnh, hoạt tả, lỵ lâu ngày, khí suyễn, phiền khát, phát sốt, mồ hôi tự ra, băng huyết, các chứng thai sản (Trung Dược Tài Thủ Sách).",Viên tễ,,,https://thuocbietduoc.com.vn/thuoc-9240/te-bo-trung.aspx
VN-0932-06,Medicoff,"Dextromethorphan hydrobromide, Pseudo ephedrine hydrochloride, Guaifenesin","Chỉ định Dextromethorphan
Chứng ho do họng & phế quản bị kích thích khi cảm lạnh thông thường hoặc khi hít phải các chất kích thích. Ho không đờm, mạn tính.",Viên nang mềm,,,https://thuocbietduoc.com.vn/thuoc-9657/medicoff.aspx
VN-7989-09,Silypine Soft Capsule,"Cao Cardus marianus, Thiamine Nitrate, Pyridoxin Hydrochloride, Nicotinamide, Calcium pantothenate, Cyanocobalamin","Chỉ định Cardus marianus
Dùng trong các trường hợp viêm gan, viêm gan virus, gan nhiễm mỡ, xơ gan; 
Rối loạn chức năng gan với các biểu hiện: mệt mỏi, khó ở, chán ăn, ăn uống khó tiêu, vàng da, táo bón; 
Mụn nhọt, trứng cá, lở ngứa ngoài da, dị ứng mãn tính, ...do chức năng thải độc của gan kém; 
Bảo vệ và phục hồi chức năng gan trong các trường hợp nhiễm độc gan do rượu, bia, dùng thuốc độc hại với gan như : kháng sinh, chống lao, chống ung thư, hóa chất, tia xạ...",Viên nang mềm,,,https://thuocbietduoc.com.vn/thuoc-29757/silypine-soft-capsule.aspx
VN-7340-08,Kosarin,Glucosamin sulfate,"Chỉ định Glucosamine sulfate
Tất cả các bệnh thoái hóa xương khớp, thoái khớp nguyên phát và thứ phát như thoái khớp gối, háng tay, cột sống, vai, viêm quanh khớp, loãng xương, gãy xương teo khớp, viêm khớp mãn và cấp.",Viên nang cứng,,,https://thuocbietduoc.com.vn/thuoc-29227/kosarin.aspx
VD-24904-16,Nước cất tiêm,Nước cất pha tiêm 5ml,,Dung môi pha tiêm,,,https://thuocbietduoc.com.vn/thuoc-52895/nuoc-cat-tiem.aspx
VD-24484-16,Dolivtol,Cao lá tươi Actisô (tương đương 20 kg lá tươi Actisô) 200mg,"Có tác dụng lợi tiểu, thông mật và lợi mật được dùng để cải thiện chức năng đào thải của cơ thể.",Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-52452/dolivtol.aspx
VD-29860-18,Quinvonic,Mỗi lọ 100 ml chứa: Levofloxacin 500 mg,"Chỉ định Levofloxacine
Levofloxacin được chỉ định để điều trị các trường hợp nhiễm khuẩn do các vi khuẩn nhạy cảm với levofloxacin gây ra sau đây: - Viêm xoang cấp. - Ðợt kịch phát cấp của viêm phế quản mạn. - Viêm phổi mắc phải trong cộng đồng. - Nhiễm khuẩn đường tiểu có biến chứng, kể cả viêm thận-bể thận. - Nhiễm khuẩn ở da và phần mềm.",Dung dịch tiêm truyền,,,https://thuocbietduoc.com.vn/thuoc-57917/quinvonic.aspx
VD-27470-17,Gloversin Plus,"Perindopril erbumin 4 mg; Indapamid 1,25 mg","Chỉ định Indapamide
Cao huyết áp vô căn. Ðiều trị đơn dược đối với cao huyết áp nhẹ & vừa. Indapamide cũng được dùng điều trị phù và giữ muối do suy tim hoặc nguyên nhân khác. Trong suy tim trái nặng, cấp, trước tiên phải dùng các thuốc lợi tiểu mạnh như bumetanid hoặc furosemid.",Viên nén bao phim,,,https://thuocbietduoc.com.vn/thuoc-56391/gloversin-plus.aspx
VD-21709-14,Ích mẫu hoàn,"1 túi 6g hoàn cứng chứa: Cao đặc ích mẫu (tương đương với 1,86g ích mẫu) 0,186 g; Cao đặc ngải cứu (tương đương với 1,5g ngải cứu) 0,3 g; Hương phụ chế 3 g; Đương quy 0,48 g","Chỉ định Ích mẫu
+ Ích mẫu thường được dùng chữa:
- Kinh nguyệt bế tắc, máu ứ tích tụ sau khi sinh đẻ, trước khi thấy kinh đau bụng hoặc kinh ra quá nhiều, làm an thai, giảm đau, làm dễ đẻ.
- Viêm thận, phù thũng, giảm niệu, đái ra máu. Hạt dùng vào thuốc phụ khoa, làm cho dạ con mau co lại, co tử cung, làm thuốc lợi tiểu và sáng mắt.
+ Hạt Ích mẫu (Sung uý tử): Chữa phù thũng, thiên đầu thống, thông tiểu.",Hoàn cứng,,,https://thuocbietduoc.com.vn/thuoc-48328/ich-mau-hoan.aspx
VN-9414-09,Lacteol 170mg,,,Viên nang,,,https://thuocbietduoc.com.vn/thuoc-31034/lacteol-170mg.aspx
V201-H12-10,Dầu xoa sao vàng,"Menthol, Camphor, Tinh dầu Bạc hà, Tinh dầu Tràm, Tinh dầu Hương nhu trắng, tinh dầu Quế","Chỉ định menthol
Dạng thuốc kem menthol được sử dụng để làm giảm những cơn đau nhẹ cho các bệnh như viêm khớp, viêm bao hoạt dịch, viêm gân, bong gân, đau lưng, bầm tím và chuột rút. Thuốc cũng có thể được sử dụng cho các bệnh khác theo chỉ định của bác sĩ.
Dạng dung dịch dùng đê hit giúp Giảm nhanh các chứng nghẹt mũi, sổ mũi do cảm cúm gây ra, giúp thông mũi và dễ thở.",,,,https://thuocbietduoc.com.vn/thuoc-32412/dau-xoa-sao-vang.aspx
VN-8504-09,BeeCetrax,,,Bột pha tiêm,,,https://thuocbietduoc.com.vn/thuoc-30698/beecetrax.aspx
V1454-H12-10,Litinki,"Bạch mao căn, Đương quy, Kim tiền thảo, Sinh địa, Xa tiền tử, ý dĩ","Chỉ định Bạch mao căn
 Người tiểu tiện khó khăn, bí tiểu, phiền khát (háo nước)
- Người bệnh mắc chứng tiểu ra máu, thổ huyết, máu cam.
- Bệnh nhân mắc sỏi thận
- Bệnh nhân viêm đường tiết niệu
- Các trường hợp bị sốt nóng
- Bệnh nhân mắc ho hen",,,,https://thuocbietduoc.com.vn/thuoc-34664/litinki.aspx
VN-10439-10,Compound Sodium Lactate intravenous infusion BP-NIR-RL,"Natri lactat (60%w/w), Natri chlorid, Kali chlorid, Calci chlorid dihydrat","Chỉ định Natri chlorid
Phòng chống các bệnh răng miệng: viêm lợi, viêm chân răng, viêm họng, viêm amidan ... Các bệnh lây qua đường hô hấp; Rửa mũi, tai, các vết mẩn ngứa, dị ứng; Dùng súc miệng, làm nước đánh răng hàng ngày, dùng cho trẻ nhỏ rơ lưỡi; Dùng ngoài trong các trường hợp khác: rửa vết thương kín phòng ngừa nhiễm trùng, rửa mặt làm sạch da phòng ngừa mụn.",Dung dịch tiêm truyền,,,https://thuocbietduoc.com.vn/thuoc-33944/compound-sodium-lactate-intravenous-infusion-bp-nir-rl.aspx
